Ecin Epot Etot Temp Pre
1.667058 -4.351742 -2.684684 1.658785 33.093478
1.652552 -4.340550 -2.687998 1.657127 33.737901
1.653433 -4.344744 -2.691311 1.655469 33.422869
1.675238 -4.369861 -2.694623 1.653814 32.551478
1.680778 -4.378780 -2.698002 1.652160 32.277367
1.656900 -4.358237 -2.701337 1.650508 33.468168
1.667923 -4.372579 -2.704656 1.648857 32.746315
1.667548 -4.375545 -2.707997 1.647209 33.040153
1.686629 -4.397975 -2.711346 1.645561 31.809420
1.670735 -4.385461 -2.714727 1.643916 32.123485
1.646798 -4.364820 -2.718021 1.642272 33.494077
1.677420 -4.398773 -2.721353 1.640630 31.813150
1.675858 -4.400573 -2.724715 1.638989 32.173496
1.658840 -4.386900 -2.728060 1.637350 32.239284
1.619929 -4.351264 -2.731334 1.635713 33.576679
1.627438 -4.362004 -2.734565 1.634077 32.719391
1.650949 -4.388796 -2.737846 1.632443 32.229742
1.673847 -4.415025 -2.741178 1.630810 31.283843
1.660489 -4.405020 -2.744532 1.629180 31.196789
1.598107 -4.345904 -2.747796 1.627550 33.469126
1.590188 -4.341142 -2.750954 1.625923 33.836996
1.639676 -4.393859 -2.754183 1.624297 31.611557
1.652758 -4.410250 -2.757492 1.622673 31.513971
1.639214 -4.400009 -2.760795 1.621050 32.485253
1.640574 -4.404631 -2.764057 1.619429 32.739947
1.652297 -4.419659 -2.767363 1.617810 31.910722
1.632095 -4.402745 -2.770651 1.616192 32.613929
1.616581 -4.390490 -2.773909 1.614576 32.932268
1.609287 -4.386401 -2.777114 1.612961 33.230355
1.630504 -4.410874 -2.780369 1.611348 32.071802
1.614165 -4.397786 -2.783622 1.609737 33.225094
1.609094 -4.395931 -2.786837 1.608127 32.622333
1.600298 -4.390355 -2.790057 1.606519 32.047516
1.566394 -4.359620 -2.793226 1.604912 33.546008
1.567870 -4.364220 -2.796350 1.603307 33.341551
1.582940 -4.382440 -2.799500 1.601704 32.885752
